n,seconds
182,0.000138594
183,0.000163172
184,0.000143123
185,0.000146995
186,0.000151568
187,0.000143908
188,0.000143352
189,0.000159595
190,0.000145828
191,0.00014382
192,0.000166752
193,0.000157645
194,0.000158184
195,0.00015108
196,0.000154764
197,0.000164823
198,0.000153635
199,0.000160926
200,0.000152101
201,0.00015333
202,0.000167242
203,0.000156423
204,0.000157949
205,0.000161606
206,0.000159237
207,0.000170697
208,0.000169039
209,0.00018182
210,0.00194695
211,0.000168123
212,0.000167385
213,0.000174859
214,0.000168158
215,0.000178564
216,0.000169661
217,0.000162954
218,0.000171709
219,0.000169101
220,0.000200076
221,0.000175532
222,0.000184227
223,0.000170437
224,0.000190672
225,0.00018383
226,0.000174194
227,0.000190814
228,0.000188893
229,0.000190662
230,0.000187571
231,0.00019571
232,0.000185579
233,0.000196539
234,0.000179708
235,0.000204878
236,0.000185102
237,0.000182165
238,0.000194743
239,0.000188223
240,0.00023476
241,0.000188532
242,0.000202964
243,0.000194422
244,0.000198245
245,0.000192354
246,0.000208342
247,0.000195777
248,0.000204367
249,0.000195409
250,0.00020949
251,0.000198027
252,0.00020681
253,0.000197934
254,0.000206227
255,0.00020292
256,0.000211156
257,0.000220545
258,0.000231872
259,0.000211912
260,0.000233543
261,0.00022489
262,0.000211319
263,0.00021763
264,0.000231383
265,0.000223955
266,0.000211614
267,0.000231614
268,0.000217483
269,0.000235846
270,0.000221354
271,0.000227218
272,0.000222218
273,0.000227518
274,0.000239602
275,0.00023522
276,0.000237696
277,0.000221564
278,0.000236657
279,0.000238068
280,0.000227871
281,0.000237525
282,0.000234692
283,0.000245041
284,0.000235201
285,0.000256266
286,0.000264785
287,0.0002438
288,0.000250443
289,0.000234063
290,0.000237475
291,0.000253411
292,0.000241431
293,0.000244831
294,0.000244611
295,0.000252006
296,0.000267352
297,0.000271779
298,0.000255056
299,0.000281078
300,0.000245282
301,0.000257541
302,0.000251531
303,0.000253675
304,0.000259953
305,0.000251165
306,0.000260804
307,0.000260998
308,0.000256483
309,0.00025613
310,0.000280716
311,0.000267742
312,0.000297537
313,0.000269377
314,0.000253906
315,0.000266837
316,0.000265335
317,0.000264187
318,0.000269372
319,0.000272726
320,0.000258204
321,0.000281882
322,0.000266805
323,0.000265822
324,0.000284547
325,0.000265311
326,0.000272149
327,0.000285246
328,0.000288765
329,0.000286995
330,0.000285049
331,0.000282894
332,0.000270448
333,0.000280991
334,0.000296208
335,0.000280794
336,0.000298641
337,0.000300156
338,0.000274358
339,0.000299383
340,0.00028435
341,0.000279759
342,0.000287072
343,0.000310182
344,0.000312072
345,0.000291084
346,0.000309816
347,0.000309127
348,0.000318062
349,0.000289756
350,0.000315668
351,0.000305858
352,0.000299472
353,0.00029792
354,0.00030054
355,0.000295024
356,0.000293813
357,0.000302544
358,0.00031745
359,0.000318554
360,0.000297529
361,0.000540905
362,0.000299435
363,0.000327153
364,0.000312973
365,0.000319119
366,0.000314094
367,0.000321544
368,0.000326365
369,0.000342213
370,0.000303988
371,0.000329291
372,0.000318213
373,0.000321171
374,0.000303927
375,0.000324162
376,0.000348486
377,0.000347782
378,0.000377653
379,0.000328527
380,0.000318624
381,0.00036179
382,0.000331827
383,0.000336231
384,0.000333336
385,0.000405983
386,0.000433535
387,0.00032218
388,0.000345488
389,0.000433687
390,0.000350781
391,0.00034016
392,0.000329264
393,0.000322805
394,0.000339835
395,0.000327702
396,0.000347333
397,0.000347062
398,0.000352124
399,0.000342727
400,0.000426564
401,0.000395251
402,0.000342686
403,0.000359184
404,0.000365437
405,0.000351134
406,0.000362141
407,0.000360978
408,0.000346892
409,0.000350065
410,0.000348333
411,0.000360309
412,0.000349585
413,0.000461584
414,0.00035807
415,0.000380714
416,0.000379749
417,0.000379401
418,0.000367071
419,0.000383866
420,0.000392123
421,0.000383471
422,0.000380493
423,0.000481304
424,0.000387255
425,0.000369404
426,0.000489657
427,0.000415981
428,0.00040813
429,0.00041702
430,0.00042882
431,0.000385093
432,0.000421203
433,0.00037504
434,0.000362442
435,0.000377105
436,0.000385159
437,0.000450608
438,0.000383735
439,0.000510684
440,0.000442911
441,0.000399663
442,0.000390258
443,0.000424644
444,0.00039732
445,0.000389598
446,0.000392988
447,0.000392229
448,0.000420083
449,0.000397452
450,0.000380141
451,0.000460539
452,0.000417797
453,0.000401127
454,0.000401961
455,0.000416679
456,0.000409229
457,0.000411397
458,0.000417543
459,0.000415997
460,0.000418557
461,0.000438001
462,0.000406278
463,0.000472592
464,0.000425273
465,0.000418238
466,0.000410351
467,0.000416946
468,0.00040765
469,0.000426123
470,0.000411692
471,0.000491516
472,0.000438008
473,0.000447228
474,0.000452792
475,0.000497172
476,0.000436687
477,0.000424212
478,0.000414186
479,0.000428446
480,0.000461756
481,0.000445426
482,0.00047851
483,0.000430553
484,0.000484655
485,0.000423449
486,0.000433664
487,0.000491691
488,0.00045478
489,0.000438299
490,0.000449211
491,0.000435763
492,0.00042479
493,0.000456747
494,0.000453704
495,0.000433095
496,0.000444214
497,0.000419712
498,0.000504964
499,0.000472961
500,0.000439194
501,0.000448035
502,0.000452504
503,0.000486212
504,0.000454955
505,0.000518156
506,0.000472284
507,0.000523089
508,0.000492434
509,0.000536407
510,0.000458534
511,0.000468602
512,0.000451928
513,0.000486142
514,0.000475879
515,0.000479112
516,0.000498285
517,0.000545508
518,0.000511049
519,0.000549491
520,0.000476426
521,0.000479266
522,0.000475726
523,0.000473919
524,0.000502979
525,0.000481444
526,0.00049122
527,0.000488654
528,0.000498883
529,0.000480675
530,0.000551765
531,0.000538983
532,0.000542872
533,0.0004839
534,0.000502229
535,0.000511325
536,0.000507955
537,0.000534487
538,0.000507083
539,0.000509803
540,0.000498597
541,0.000518281
542,0.000515269
543,0.000503611
544,0.000512515
545,0.00050902
546,0.000520065
547,0.000517547
548,0.000521916
549,0.000515125
550,0.000567155
551,0.000515779
552,0.000528628
553,0.000533619
554,0.000490676
555,0.000529997
556,0.000513967
557,0.000577012
558,0.00051909
559,0.000816977
560,0.000534695
561,0.00051832
562,0.000521791
563,0.000519649
564,0.000535099
565,0.000526251
566,0.000539256
567,0.00057094
568,0.000529152
569,0.000549909
570,0.000519681
571,0.000542929
572,0.000534744
573,0.000550509
574,0.000562868
575,0.000565759
576,0.000539409
577,0.000538752
578,0.000533384
579,0.000552118
580,0.000545025
581,0.000574945
582,0.000542521
583,0.000544828
584,0.00054358
585,0.000542989
586,0.000534139
587,0.000561483
588,0.000556224
589,0.000550038
590,0.000546435
591,0.000546918
592,0.00054909
593,0.000578797
594,0.000557762
595,0.000565312
596,0.000566636
597,0.000550558
598,0.000573306
599,0.000576343
600,0.000587067
601,0.000572113
602,0.000566447
603,0.000573722
604,0.000571969
605,0.000565444
606,0.000576029
607,0.000572258
608,0.000556541
609,0.000572851
610,0.000571154
611,0.000602677
612,0.000566351
613,0.000569606
614,0.000573855
615,0.000585724
616,0.000568061
617,0.000597972
618,0.000574494
619,0.000603627
620,0.000596426
621,0.000563644
622,0.000592173
623,0.000555565
624,0.000573753
625,0.000575867
626,0.00061596
627,0.000590929
628,0.000582151
629,0.000563475
630,0.00059792
631,0.000590839
632,0.000617462
633,0.00059327
634,0.000610022
635,0.000608087
636,0.000617248
637,0.000592584
638,0.000605727
639,0.000606604
640,0.000626671
641,0.000616658
642,0.000622081
643,0.000613393
644,0.000594231
645,0.000668545
646,0.000601351
647,0.000595649
648,0.000601308
649,0.000594062
650,0.000610823
651,0.000637928
652,0.000623789
653,0.000619968
654,0.00062501
655,0.000599618
656,0.000653369
657,0.000600716
658,0.000618794
659,0.000604098
660,0.000611746
661,0.000610354
662,0.00065301
663,0.00061403
664,0.000612546
665,0.000637233
666,0.00061243
667,0.000626354
668,0.000638534
669,0.000637162
670,0.000618577
671,0.00066045
672,0.000611307
673,0.000624273
674,0.000625281
675,0.000625716
676,0.00062719
677,0.000636934
678,0.000664622
679,0.000645017
680,0.000632151
681,0.0006091
682,0.000633853
683,0.000633348
684,0.000630196
685,0.000649983
686,0.000682909
687,0.000647299
688,0.00066409
689,0.0006494
690,0.000677979
691,0.000671975
692,0.000662943
693,0.000649395
694,0.000649058
695,0.000653063
696,0.000655742
697,0.000657026
698,0.000650336
699,0.000664438
700,0.000663112
701,0.000687788
702,0.00063156
703,0.000673523
704,0.000656398
705,0.000671288
706,0.000668015
707,0.000670013
708,0.000663222
709,0.000663962
710,0.000658155
711,0.000686647
712,0.00066715
713,0.000679719
714,0.000694439
715,0.000680673
716,0.000700529
717,0.00071122
718,0.000679758
719,0.000673716
720,0.000690672
721,0.000673498
722,0.000670091
723,0.000673597
724,0.000713446
725,0.000695648
726,0.000684669
727,0.000714591
728,0.000727897
729,0.000727095
730,0.000673552
731,0.000681722
732,0.000722051
733,0.00070819
734,0.000708393
735,0.000700347
736,0.000716347
737,0.000692251
738,0.000701824
739,0.00075292
740,0.000743323
741,0.000707594
742,0.000731971
743,0.000745194
744,0.00070843
745,0.000690599
746,0.000710272
747,0.000714951
748,0.000753866
749,0.000724686
750,0.000697291
751,0.000709983
752,0.000729682
753,0.000727978
754,0.000701519
755,0.000703335
756,0.000723914
757,0.000716273
758,0.000722927
759,0.000754397
760,0.000743512
761,0.000737968
762,0.000760329
763,0.000720256
764,0.000735878
765,0.000711767
766,0.000765415
767,0.000758268
768,0.000713282
769,0.000738297
770,0.000731732
771,0.000710515
772,0.000714418
773,0.00073672
774,0.000802174
775,0.000714473
776,0.000728174
777,0.000742787
778,0.000742145
779,0.000743173
780,0.000751087
781,0.000761788
782,0.000746879
783,0.000728244
784,0.000733671
785,0.000729691
786,0.000751978
787,0.000726246
788,0.000732389
789,0.000730235
790,0.000748013
791,0.000756241
792,0.000755388
793,0.000754577
794,0.000756556
795,0.000741164
796,0.000767184
797,0.00074132
798,0.000787127
799,0.000807777
800,0.000790102
801,0.000770215
802,0.000781721
803,0.000787045
804,0.000790821
805,0.000762872
806,0.000756641
807,0.000773777
808,0.00080983
809,0.000772697
810,0.000776186
811,0.000760707
812,0.000793755
813,0.000805159
814,0.000771176
815,0.000794066
816,0.000796167
817,0.000782056
818,0.000751031
819,0.000792798
820,0.001004755
821,0.000800164
822,0.000760683
823,0.000789057
824,0.000816492
825,0.000777094
826,0.000779427
827,0.000767489
828,0.000802523
829,0.000803707
830,0.000819889
831,0.000815624
832,0.000789
833,0.000777924
834,0.000778092
835,0.000799536
836,0.000802968
837,0.000788004
838,0.000817033
839,0.000813594
840,0.00078774
841,0.000873729
842,0.000805086
843,0.000833816
844,0.000799235
845,0.00078851
846,0.000840836
847,0.000877914
848,0.000802557
849,0.00085338
850,0.000824977
851,0.000811172
852,0.000840637
853,0.000802643
854,0.000834493
855,0.000872235
856,0.000826273
857,0.00084837
858,0.000822046
859,0.000836963
860,0.000833337
861,0.000816203
862,0.000807892
863,0.000838102
864,0.000846946
865,0.000811973
866,0.000893273
867,0.000845241
868,0.000861722
869,0.00079952
870,0.000805326
871,0.000864622
872,0.00084804
873,0.00081362
874,0.000828548
875,0.000866349
876,0.000901794
877,0.000864094
878,0.001057518
879,0.00089163
880,0.000877916
881,0.000918901
882,0.000844694
883,0.000867448
884,0.000884478
885,0.000836118
886,0.000918007
887,0.000956799
888,0.000924578
889,0.000845112
890,0.000850988
891,0.000869832
892,0.000826252
893,0.000836504
894,0.000922624
895,0.000934973
896,0.000905054
897,0.000844225
898,0.000846917
899,0.000838617
900,0.000915198
901,0.000893761
902,0.000868784
903,0.000863028
904,0.000933064
905,0.001019922
906,0.00091475
907,0.000928746
908,0.000995426
909,0.00091205
910,0.000891816
911,0.000963568
912,0.000836121
913,0.000857189
914,0.000875418
915,0.000889029
916,0.000900966
917,0.000948138
918,0.000848444
919,0.000909923
920,0.000878052
921,0.000892876
922,0.000887622
923,0.000954964
924,0.000924547
925,0.000870644
926,0.000923586
927,0.000955938
928,0.000873953
929,0.000959811
930,0.000915121
931,0.000856851
932,0.000869514
933,0.000909441
934,0.000919658
935,0.001057616
936,0.000883476
937,0.000919311
938,0.000893617
939,0.000891016
940,0.000969415
941,0.000872118
942,0.000890167
943,0.000941657
944,0.000918298
945,0.000985949
946,0.00102398
947,0.000953761
948,0.000911752
949,0.000946323
950,0.000911424
951,0.00101946
952,0.000936764
953,0.000914101
954,0.000884675
955,0.00090473
956,0.000934685
957,0.000923881
958,0.00093897
959,0.000953009
960,0.000917117
961,0.000915142
962,0.000946956
963,0.000909744
964,0.000917264
965,0.001001492
966,0.000942064
967,0.00095082
968,0.000978799
969,0.000927278
970,0.000943141
971,0.000978422
972,0.0009381
973,0.000940842
974,0.000932058
975,0.000962277
976,0.000921667
977,0.000922518
978,0.00094805
979,0.000925689
980,0.000960414
981,0.001027819
982,0.001087966
983,0.000950151
984,0.000916052
985,0.001018182
986,0.000927247
987,0.000927047
988,0.000939798
989,0.000971841
990,0.000988468
991,0.000934219
992,0.000939816
993,0.000950847
994,0.000942158
995,0.000940998
996,0.000979627
997,0.00103588
998,0.00098648
999,0.000963056
1000,0.001008771
1001,0.00097944
1002,0.000943204
1003,0.000964901
1004,0.003094093
1005,0.001018022
1006,0.000971074
1007,0.000941855
1008,0.001012015
1009,0.001007858
1010,0.001043185
1011,0.000948897
1012,0.000981265
1013,0.00099103
1014,0.000992756
1015,0.001007602
1016,0.001166285
1017,0.001052919
1018,0.000991422
1019,0.000989907
1020,0.000984823
1021,0.000986185
1022,0.001020978
1023,0.000974767
1024,0.00107338
1025,0.001074016
1026,0.001082842
1027,0.001061209
1028,0.001076438
1029,0.001117197
1030,0.00125678
1031,0.001047853
1032,0.001054835
1033,0.001067574
1034,0.0010614
1035,0.001217956
1036,0.001059056
1037,0.001119914
1038,0.001118277
1039,0.001037751
1040,0.001124153
1041,0.001062227
1042,0.001061245
1043,0.001040733
1044,0.001121274
1045,0.001049766
1046,0.001121839
1047,0.00117444
1048,0.001228537
1049,0.001143376
1050,0.001144368
1051,0.001082462
1052,0.001070525
1053,0.001093658
1054,0.001088995
1055,0.001076308
1056,0.001154768
1057,0.001064601
1058,0.001108591
1059,0.001166152
1060,0.001173749
1061,0.001162448
1062,0.001107092
1063,0.001101106
1064,0.001095901
1065,0.001069873
1066,0.001128222
1067,0.001134559
1068,0.001070241
1069,0.00105251
1070,0.001082779
1071,0.001059591
1072,0.001107738
1073,0.001091299
1074,0.001088396
1075,0.001103316
1076,0.001093052
1077,0.001150163
1078,0.001118932
1079,0.001133173
1080,0.001092292
1081,0.001100628
1082,0.001101889
1083,0.001119304
1084,0.001112984
1085,0.003089785
1086,0.001135374
1087,0.001139587
1088,0.001091153
1089,0.001114849
1090,0.001130198
1091,0.001102567
1092,0.001082177
1093,0.001106042
1094,0.001122969
1095,0.001116708
1096,0.001132214
1097,0.001096569
1098,0.001163041
1099,0.001139198
1100,0.001107889
1101,0.001100884
1102,0.001133971
1103,0.001165401
1104,0.001134906
1105,0.001140815
1106,0.001141409
1107,0.001126584
1108,0.001127895
1109,0.001185585
1110,0.001140292
1111,0.001111998
1112,0.001181182
1113,0.001163543
1114,0.001140927
1115,0.001138888
1116,0.001154868
1117,0.001187849
1118,0.00120364
1119,0.001123977
1120,0.001152377
1121,0.001134591
1122,0.001138035
1123,0.001111837
1124,0.001158622
1125,0.001156696
1126,0.001216512
1127,0.001215445
1128,0.001136653
1129,0.00112916
1130,0.001140924
1131,0.00115956
1132,0.001246277
1133,0.00127539
1134,0.001128238
1135,0.001139451
1136,0.001144245
1137,0.001164171
1138,0.001185652
1139,0.00130789
1140,0.001200109
1141,0.001321948
1142,0.001150713
1143,0.001167864
1144,0.00147195
1145,0.00121309
1146,0.001155332
1147,0.001160467
1148,0.001233601
1149,0.001183454
1150,0.001187553
1151,0.001202552
1152,0.00118235
1153,0.001242421
1154,0.001140498
1155,0.001187596
1156,0.00125012
1157,0.001172335
1158,0.001154438
1159,0.001169081
1160,0.001199146
1161,0.001208046
1162,0.00122141
1163,0.001169896
1164,0.001196456
1165,0.001165722
1166,0.001197806
1167,0.001223029
1168,0.001208539
1169,0.00116669
1170,0.001239189
1171,0.001208536
1172,0.001177654
1173,0.001207513
1174,0.001190348
1175,0.001218982
1176,0.001171264
1177,0.001206287
1178,0.001165565
1179,0.001163083
1180,0.001202994
1181,0.001213928
1182,0.001187945
1183,0.001236634
1184,0.001215234
1185,0.001239126
1186,0.001231993
1187,0.00118954
1188,0.001216421
1189,0.001186283
1190,0.001259921
1191,0.001241892
1192,0.001210635
1193,0.001180103
1194,0.001175909
1195,0.001204695
1196,0.001263048
1197,0.001245296
1198,0.001244559
1199,0.001225706
1200,0.001256287
1201,0.001445848
1202,0.001303764
1203,0.001414896
1204,0.001425255
1205,0.001356803
1206,0.001477708
1207,0.001531468
1208,0.001586119
1209,0.001377815
1210,0.001453313
1211,0.001461421
1212,0.001282409
1213,0.001427117
1214,0.001448052
1215,0.001691879
1216,0.001371052
1217,0.00143942
1218,0.001555489
1219,0.001614031
1220,0.001479291
1221,0.001558552
1222,0.001376373
1223,0.00139113
1224,0.001446888
1225,0.001748234
1226,0.001537307
1227,0.001403355
1228,0.00150182
1229,0.00147839
1230,0.001326317
1231,0.001388887
1232,0.001615847
1233,0.001455042
1234,0.001318965
1235,0.001587198
1236,0.001324312
1237,0.001377913
1238,0.001406452
1239,0.001461943
1240,0.001269921
1241,0.001367141
1242,0.001375213
1243,0.001406723
1244,0.001289
1245,0.001281572
1246,0.001351704
1247,0.001276263
1248,0.001291713
1249,0.001283788
1250,0.00129939
1251,0.001310783
1252,0.001268471
1253,0.001238015
1254,0.001302316
1255,0.001283959
1256,0.00127863
1257,0.001335073
1258,0.001279717
1259,0.001288109
1260,0.001255413
1261,0.001355368
1262,0.001357128
1263,0.00132623
1264,0.00127531
1265,0.001340446
1266,0.001307128
1267,0.00131015
1268,0.001312177
1269,0.001289221
1270,0.00133078
1271,0.00130566
1272,0.001310013
1273,0.001309933
1274,0.001288125
1275,0.001315168
1276,0.001279678
1277,0.001286055
1278,0.00132267
1279,0.001380245
1280,0.001300492
1281,0.001346763
1282,0.001352881
1283,0.001341551
1284,0.001311903
1285,0.001329313
1286,0.001339698
1287,0.001354777
1288,0.001381754
1289,0.001397946
1290,0.001382535
1291,0.0013791
1292,0.001356127
1293,0.00139503
1294,0.001362034
1295,0.001385729
1296,0.001382068
1297,0.001356057
1298,0.001476366
1299,0.001432747
1300,0.001362491
1301,0.001342953
1302,0.001518376
1303,0.001350867
1304,0.001378562
1305,0.001428888
1306,0.001423534
1307,0.001349015
1308,0.001361466
1309,0.00139123
1310,0.001507063
1311,0.001350664
1312,0.001365033
1313,0.001468289
1314,0.001518546
1315,0.001409498
1316,0.001341925
1317,0.001446943
1318,0.00140249
1319,0.001338244
1320,0.001655611
1321,0.001378589
1322,0.00138188
1323,0.001345633
1324,0.001493442
1325,0.001387633
1326,0.001401367
1327,0.001358425
1328,0.001526049
1329,0.001466539
1330,0.001480521
1331,0.001454407
1332,0.001519305
1333,0.002314535
1334,0.001534362
1335,0.00141692
1336,0.001429282
1337,0.001504923
1338,0.001472143
1339,0.001645976
1340,0.001445869
1341,0.001540873
1342,0.001459303
1343,0.001480941
1344,0.001560533
1345,0.001596161
1346,0.001477952
1347,0.001432472
1348,0.001401313
1349,0.001362587
1350,0.001477759
1351,0.001458659
1352,0.001431462
1353,0.001406242
1354,0.001432477
1355,0.00140584
1356,0.00134405
1357,0.001434389
1358,0.001426815
1359,0.001385177
1360,0.001396475
1361,0.001422638
1362,0.0145702
1363,0.001382982
1364,0.001391235
1365,0.001399594
1366,0.001488914
1367,0.001421185
1368,0.001338069
1369,0.001393773
1370,0.001401892
1371,0.001394338
1372,0.001495938
1373,0.001378781
1374,0.001408751
1375,0.001403786
1376,0.001354675
1377,0.00138645
1378,0.00144067
1379,0.0014428
1380,0.001409799
1381,0.001513228
1382,0.001395759
1383,0.001409158
1384,0.001446966
1385,0.001416103
1386,0.001428465
1387,0.001456059
1388,0.001401142
1389,0.00140247
1390,0.001387949
1391,0.001429542
1392,0.001418237
1393,0.001435914
1394,0.001467839
1395,0.001460719
1396,0.001457186
1397,0.001389442
1398,0.001387815
1399,0.001417133
1400,0.001421476
1401,0.001411143
1402,0.001376983
1403,0.001445385
1404,0.001452069
1405,0.001426677
1406,0.001532498
1407,0.001395513
1408,0.001438554
1409,0.001418169
1410,0.001461108
1411,0.001471857
1412,0.001602359
1413,0.001429029
1414,0.001450878
1415,0.001490655
1416,0.001454566
1417,0.001470604
1418,0.001451937
1419,0.001436142
1420,0.001510997
1421,0.001493873
1422,0.001479591
1423,0.001598207
1424,0.001582831
1425,0.001497774
1426,0.001526845
1427,0.001455868
1428,0.001415776
1429,0.00152666
1430,0.001615352
1431,0.00175923
1432,0.001533245
1433,0.001593124
1434,0.001472052
1435,0.00151113
1436,0.001459378
1437,0.001594819
1438,0.001834262
1439,0.001635257
1440,0.001714833
1441,0.001712234
1442,0.001632584
1443,0.001586934
1444,0.001556607
1445,0.001492719
1446,0.001520707
1447,0.001510568
1448,0.001530323
1449,0.001521867
1450,0.001539153
1451,0.001586845
1452,0.001547141
1453,0.001637542
1454,0.0015509
1455,0.001532582
1456,0.001515367
1457,0.001821555
1458,0.001518686
1459,0.001541209
1460,0.001480339
1461,0.001517948
1462,0.001567618
1463,0.001541801
1464,0.001672725
1465,0.001629971
1466,0.001645947
1467,0.00162965
1468,0.001551789
1469,0.00161736
1470,0.001680724
1471,0.001549182
1472,0.001569583
1473,0.00151423
1474,0.001531765
1475,0.001523347
1476,0.00159308
1477,0.001620216
1478,0.001569332
1479,0.001667526
1480,0.001577323
1481,0.001569861
1482,0.001545055
1483,0.001570765
1484,0.001618023
1485,0.001591041
1486,0.001677547
1487,0.001664094
1488,0.001642155
1489,0.001548204
1490,0.001560612
1491,0.001550605
1492,0.001532579
1493,0.001504295
1494,0.001631378
1495,0.001557446
1496,0.001628141
1497,0.001753557
1498,0.001620585
1499,0.001657402
1500,0.00160563
1501,0.001568891
1502,0.001756571
1503,0.001683021
1504,0.001674695
1505,0.001539193
1506,0.001654796
1507,0.001597096
1508,0.001594983
1509,0.001584709
1510,0.00154204
1511,0.001557879
1512,0.001772661
1513,0.001603379
1514,0.00153252
1515,0.001640674
1516,0.001540562
1517,0.00155872
1518,0.001645367
1519,0.001613741
1520,0.001546926
1521,0.001519453
1522,0.001610724
1523,0.001544902
1524,0.001576989
1525,0.001587842
1526,0.001592735
1527,0.001516535
1528,0.001559612
1529,0.001610144
1530,0.001582994
1531,0.00157331
1532,0.00154374
1533,0.001544244
1534,0.001533081
1535,0.00153483
1536,0.001557812
1537,0.00154159
1538,0.001534767
1539,0.001619129
1540,0.001583902
1541,0.001579426
1542,0.001574551
1543,0.001510477
1544,0.001613019
1545,0.001546198
1546,0.001591321
1547,0.001623187
1548,0.001563327
1549,0.001580761
1550,0.001533851
1551,0.001572736
1552,0.001536072
1553,0.001701826
1554,0.001567171
1555,0.00160796
1556,0.001617636
1557,0.001582068
1558,0.001521124
1559,0.001533248
1560,0.001665682
1561,0.001558566
1562,0.001584465
1563,0.001569789
1564,0.001575059
1565,0.001662835
1566,0.001589035
1567,0.001574067
1568,0.001579854
1569,0.001545689
1570,0.001594422
1571,0.001574351
1572,0.001605267
1573,0.001578918
1574,0.001598558
1575,0.001610561
1576,0.001557815
1577,0.001594082
1578,0.00158049
1579,0.001625653
1580,0.001645175
1581,0.001584418
1582,0.001622735
1583,0.001645909
1584,0.001626666
1585,0.001589963
1586,0.001613676
1587,0.001609504
1588,0.001606865
1589,0.001609791
1590,0.001642377
1591,0.001651783
1592,0.001654765
1593,0.001638274
1594,0.001639151
1595,0.001609857
1596,0.001694586
1597,0.001637694
1598,0.001642638
1599,0.001653655
1600,0.00158212
1601,0.00167742
1602,0.001714671
1603,0.001701834
1604,0.001662733
1605,0.001682374
1606,0.001712598
1607,0.001731755
1608,0.001697202
1609,0.001737205
1610,0.00176395
1611,0.001768598
1612,0.001816075
1613,0.001807386
1614,0.00179702
1615,0.001851487
1616,0.001744329
1617,0.002039541
1618,0.001946675
1619,0.002044311
1620,0.002001523
1621,0.001836616
1622,0.001816267
1623,0.001735626
1624,0.001761192
1625,0.001784778
1626,0.001942491
1627,0.001882616
1628,0.00192164
1629,0.002000645
1630,0.00179037
1631,0.001893398
1632,0.001884378
1633,0.001749189
1634,0.001666709
1635,0.001679541
1636,0.001727051
1637,0.001780556
1638,0.002008506
1639,0.001656511
1640,0.001726793
1641,0.001694154
1642,0.001689059
1643,0.001701415
1644,0.001639798
1645,0.010185043
1646,0.001683794
1647,0.001686336
1648,0.001628709
1649,0.001617566
1650,0.001733845
1651,0.001738575
1652,0.001631518
1653,0.001718498
1654,0.001670697
1655,0.001734828
1656,0.001704909
1657,0.001714628
1658,0.001741921
1659,0.001684841
1660,0.001743168
1661,0.001735766
1662,0.001718099
1663,0.001721199
1664,0.001736637
1665,0.001758458
